38635	12.933658	1.460573	3
66228	9.310026	1.073277	1
39397	13.653289	0.843907	3
24190	6.250858	0.599878	1
24204	12.915995	0.697315	3
10934	6.486383	1.261074	2
48228	9.866630	0.473071	3
63450	10.338352	0.153874	1
3298	7.542728	0.408317	2
10598	5.413987	0.646894	2
31225	8.485815	0.950686	3
10163	2.933624	1.490554	2
46308	4.121669	0.487837	1
71351	6.423917	0.652871	1
15348	0.000000	1.483047	2
20529	9.963825	0.574055	3
733	2.833502	1.569797	2
67602	8.268282	0.639454	1
12190	0.479230	1.538169	2
29408	8.786545	1.283465	3
40661	15.361054	0.407092	3
35330	8.137748	0.357640	3
13651	8.924051	0.878645	3
15924	5.230862	0.567539	2
34675	11.013286	1.095320	3
23981	10.619448	1.658669	3
46458	10.127794	0.797448	3
11540	9.603856	1.051237	3
25925	1.668210	0.095860	1
41169	2.810799	1.619376	1
10296	6.846750	0.827316	2
59615	8.733392	0.300433	1
31436	2.870805	1.404483	1
4641	2.777304	0.249359	2
77640	14.585967	0.313769	1
11930	5.812520	0.531286	2
37590	6.795954	0.461710	3
50683	11.416342	0.887898	3
34895	9.858693	1.330973	3
6992	2.041388	0.142985	2
20999	3.851186	1.251021	2
17666	1.559089	0.144684	2
67790	10.705929	0.739594	1
24813	4.095398	0.800798	1
51443	9.788081	1.323219	3
38084	12.053092	1.168659	3
35207	3.756410	0.176173	1
12912	4.016235	1.433785	2
45710	7.823321	1.224907	3
48885	6.957271	1.330363	3
35439	3.573303	0.686043	1
27090	13.435790	1.031008	3
40447	3.686861	1.675364	1
4773	2.567344	1.467595	2
12821	6.706087	1.169701	2
26141	11.942063	0.122584	3
31680	9.825146	0.708879	3
31090	3.050360	0.656498	1
37450	11.164657	0.348673	3
60956	4.845569	0.099400	1
14435	1.741625	0.489301	2
37552	11.170242	1.075354	3
31812	9.073860	1.256785	3
17067	5.869464	1.056973	2
72485	8.693270	0.308000	1
59270	1.606178	0.668956	1
58103	3.958292	0.041502	1
48020	9.971906	1.135257	3
0	4.670585	0.313347	2
21536	6.400221	0.069589	2
38843	3.272995	1.396870	1
40685	8.920692	0.179037	3
68243	14.601898	0.012127	1
28039	8.969067	1.403698	3
42510	10.905328	1.302424	3
20423	11.273073	1.327850	3
4253	1.322992	1.074845	2
13238	3.045510	1.474021	2
30904	7.684319	1.113955	3
37960	10.260543	0.630996	3
46014	13.319270	0.124573	3
78487	8.368858	1.276827	1
15384	9.738858	1.075422	3
30733	10.328046	1.254398	3
8930	1.334220	0.525503	2
37088	12.748244	0.557058	3
3457	0.000000	0.631321	2
11324	2.942694	1.522230	2
81800	11.890874	0.684033	1
72112	8.251220	1.552527	1
75097	6.284509	1.103182	1
58661	1.758735	0.225394	1
37282	7.108792	0.957185	3
65406	13.028997	1.470540	1
22080	7.825943	0.786196	3
3869	2.367961	0.269928	2
28349	9.811973	1.620488	3
49096	3.037914	0.240383	1
33711	7.589974	1.624261	3
15627	9.571699	0.368499	3
43259	9.312849	0.003441	3
12012	1.620118	1.651654	2
31794	10.396141	1.344314	3
69110	4.692316	0.191503	1
4844	6.545540	1.252837	2
35104	8.255653	0.051222	3
71765	8.486549	0.018852	1
11321	3.104607	1.635255	2
48238	12.274433	1.181176	3
34665	13.080534	1.308447	3
6103	1.793145	0.980471	2
18990	4.201372	0.548921	2
50711	8.307553	1.351063	3
8263	6.037599	0.911933	2
34140	1.051049	0.586499	1
71716	11.853879	0.216910	1
8501	5.307528	0.869127	2
35777	12.577904	1.012792	3
54153	3.848212	1.189578	1
53281	5.386422	1.120606	1
57300	2.423466	0.578473	1
25467	7.060367	0.993040	3
29608	0.000000	1.398503	1
29492	9.431688	0.248765	3
8507	6.308896	0.534539	2
25642	8.176751	1.144448	3
52962	9.938981	0.580360	3
56940	2.280575	0.386205	1
75193	12.757178	1.032030	1
18390	12.841118	0.181579	3
76361	10.167611	0.570368	1
32799	12.293929	0.198190	3
47521	11.070772	1.476090	3
18208	10.098988	0.543923	3
13639	1.513314	1.204293	2
15183	4.870275	0.828501	2
10431	5.676454	1.486472	2
53608	11.132039	0.676491	3
876	2.668466	1.438213	2
4795	5.833308	1.283621	2
41227	3.109841	1.470001	1
24960	9.571910	0.619398	3
8961	3.801288	0.357727	2
45312	7.451224	1.447729	3
37818	3.175784	0.979546	1
36872	9.406282	0.885555	3
25877	1.801530	0.609371	1
42586	1.276741	0.955365	1
76556	13.629836	0.626481	1
24652	8.622762	0.955727	3
6785	2.828636	0.417290	2
4082	2.625867	0.063845	2
31142	11.596703	1.422025	3
37836	11.087961	1.569829	3
7153	6.080146	1.523224	2
63617	7.814773	0.476257	1
54215	1.296023	1.188541	1
69560	5.868262	0.135168	1
20119	11.349753	0.614546	3
76904	13.894577	1.302598	1
4793	3.360670	0.969412	2
23793	12.644718	0.796119	3
3861	7.283757	0.252882	2
5503	3.442717	1.055187	2
14281	4.582171	1.350679	2
73978	13.333553	0.370348	1
40642	9.610950	1.427287	3
28581	13.076486	0.042349	3
5754	5.631171	1.637216	2
20187	9.111547	1.136124	3
51548	2.264123	1.435531	1
16202	0.000000	1.143712	2
8469	2.565104	0.206090	2
9471	9.113955	0.289539	2
47307	11.673839	0.477285	3
74929	11.975950	0.694910	1
57921	0.261584	1.598894	1
41930	1.506378	0.592811	1
17086	13.225576	1.375518	3
39407	5.986173	1.490935	3
56201	5.388723	1.008161	1
75456	11.803345	0.027373	1
9560	6.944570	1.138044	2
12277	1.668967	0.115053	2
9916	4.861405	1.679723	2
45428	11.732083	1.589553	3
48515	4.295579	1.078074	1
68761	11.867043	1.313463	1
67188	8.392350	1.387777	1
